1,/36/,divison,10000001,36,চট্টগ্রাম,http://www.chittagongdiv.gov.bd/,Chittagong,1
3220,/68/150/,district,68,150,গাজীপুর জেলা,http://www.gazipur.gov.bd,Gazipur District,2
3221,/68/150/103/,upazilla,150,103,কালীগঞ্জ উপজেলা,http://kaliganj.gazipur.gov.bd,Kaliganj Upazilla,3
3222,/68/150/103/195/,union,103,195,বাহাদুরশাদী ইউনিয়ন,http://bahadursadi.gazipur.gov.bd,Bahadursadi,4
3223,/68/150/103/196/,union,103,196,বক্তারপুর ইউনিয়ন,http://baktarpur.gazipur.gov.bd,Baktarpur,4
3224,/68/150/103/197/,union,103,197,জামালপুর ইউনিয়ন,http://jamalpurnew.gazipur.gov.bd,Jamalpurnew,4
3225,/68/150/103/198/,union,103,198,জাঙ্গালিয়া ইউনিয়ন,http://jangalia.gazipur.gov.bd,Jangalia,4
3226,/68/150/103/199/,union,103,199,মোক্তারপুর ইউনিয়ন,http://moktarpur.gazipur.gov.bd,Moktarpur,4
3227,/68/150/103/200/,union,103,200,নাগরী ইউনিয়ন,http://nagari.gazipur.gov.bd,Nagari,4
3228,/68/150/103/201/,union,103,201,তুমুলিয়া ইউনিয়ন,http://tumulia.gazipur.gov.bd,Tumulia,4
3229,/68/150/152/,upazilla,150,152,কালিয়াকৈর উপজেলা,http://kaliakair.gazipur.gov.bd,Kaliakair Upazilla,3
3230,/68/150/152/186/,union,152,186,আটাবহ ইউনিয়ন,http://atabahaup.gazipur.gov.bd,Atabaha,4
3231,/68/150/152/187/,union,152,187,বোয়ালী ইউনিয়ন,http://boaliup.gazipur.gov.bd,Boali,4
3232,/68/150/152/188/,union,152,188,চাপাইর ইউনিয়ন,http://chapairup.gazipur.gov.bd,Chapair,4
3233,/68/150/152/189/,union,152,189,ঢালজোড়া ইউনিয়ন,http://dhalioraup.gazipur.gov.bd,Dhaliora,4
3234,/68/150/152/190/,union,152,190,ফুলবাড়ীয়া ইউনিয়ন,http://fulbariaup.gazipur.gov.bd,Fulbaria,4
3235,/68/150/152/191/,union,152,191,মধ্যপাড়া ইউনিয়ন,http://madhyapara.gazipur.gov.bd,Madhyapara,4
3236,/68/150/152/192/,union,152,192,মৌচাক ইউনিয়ন,http://mouchakup.gazipur.gov.bd,Mouchak,4
3237,/68/150/152/194/,union,152,194,সূত্রাপুর ইউনিয়ন,http://sutrapurup.gazipur.gov.bd,Sutrapur,4
3238,/68/150/152/324/,union,152,324,শ্রীফলতলী ইউনিয়ন,http://srifaltaliup.gazipur.gov.bd,Srifaltali,4
3239,/68/150/157/,upazilla,150,157,কাপাসিয়া উপজেলা,http://kapasia.gazipur.gov.bd,Kapasia Upazilla,3
3240,/68/150/157/203/,union,157,203,বারিষাব ইউনিয়ন,http://barishabaup.gazipur.gov.bd,Barishaba,4
3241,/68/150/157/205/,union,157,205,ঘাগটিয়া ইউনিয়ন,http://ghagotiaup.gazipur.gov.bd,Ghagotia,4
3242,/68/150/157/206/,union,157,206,কাপাসিয়া ইউনিয়ন,http://kapasiaup.gazipur.gov.bd,Kapasia,4
3243,/68/150/157/892/,union,157,892,চাঁদপুর ইউনিয়ন,http://chandpur.gazipur.gov.bd,Chandpur,4
3244,/68/150/157/893/,union,157,893,তরগাঁও ইউনিয়ন,http://targoan.gazipur.gov.bd,Targoan,4
3245,/68/150/157/894/,union,157,894,কড়িহাতা ইউনিয়ন,http://karihata.gazipur.gov.bd,Karihata,4
3246,/68/150/157/895/,union,157,895,টোক ইউনিয়ন,http://tokh.gazipur.gov.bd,Tokh,4
3247,/68/150/157/896/,union,157,896,সিংহশ্রী ইউনিয়ন,http://sinhasree.gazipur.gov.bd,Sinhasree,4
3248,/68/150/157/897/,union,157,897,দূর্গাপুর ইউনিয়ন,http://durgapurup.gazipur.gov.bd,Durgapur,4
3249,/68/150/157/898/,union,157,898,সনমানিয়া ইউনিয়ন,http://sonmaniaup.gazipur.gov.bd,Sonmania,4
3250,/68/150/157/899/,union,157,899,রায়েদ ইউনিয়ন,http://rayedup.gazipur.gov.bd,Rayed,4
3251,/68/150/158/,upazilla,150,158,গাজীপুর সদর উপজেলা,http://sadar.gazipur.gov.bd,Sadar Upazilla,3
3252,/68/150/158/177/,union,158,177,বাড়ীয়া ইউনিয়ন,http://bariaup.gazipur.gov.bd,Baria,4
3253,/68/150/158/178/,union,158,178,বাসন ইউনিয়ন,http://basanup.gazipur.gov.bd,Basan,4
3254,/68/150/158/179/,union,158,179,গাছা ইউনিয়ন,http://gachhaup.gazipur.gov.bd,Gachha,4
3255,/68/150/158/180/,union,158,180,কাশিমপুর ইউনিয়ন,http://kashimpurup.gazipur.gov.bd,Kashimpur,4
3256,/68/150/158/181/,union,158,181,কাউলতিয়া ইউনিয়ন,http://kayaltiaup.gazipur.gov.bd,Kayaltia,4
3257,/68/150/158/182/,union,158,182,কোনাবাড়ী ইউনিয়ন,http://konabariup.gazipur.gov.bd,Konabari,4
3258,/68/150/158/183/,union,158,183,মির্জাপুর ইউনিয়ন,http://mirzapurup.gazipur.gov.bd,Mirzapur,4
3259,/68/150/158/185/,union,158,185,পূবাইল ইউনিয়ন,http://pubailup.gazipur.gov.bd,Pubail,4
3260,/68/150/159/,upazilla,150,159,শ্রীপুর উপজেলা,http://sreepur.gazipur.gov.bd,Sreepur Upazilla,3
3261,/68/150/159/211/,union,159,211,বরমী ইউনিয়ন,http://barmiup.gazipur.gov.bd,Barmi,4
3262,/68/150/159/214/,union,159,214,গাজীপুর ইউনিয়ন,http://gazipurup.gazipur.gov.bd,Gazipur,4
3263,/68/150/159/215/,union,159,215,গোসিংগা ইউনিয়ন,http://gosingaup.gazipur.gov.bd,Gosinga,4
3264,/68/150/159/218/,union,159,218,মাওনা ইউনিয়ন,http://maonaup.gazipur.gov.bd,Maona,4
3265,/68/150/159/219/,union,159,219,কাওরাইদ ইউনিয়ন,http://kaoraidup.gazipur.gov.bd,Kaoraid,4
3266,/68/150/159/220/,union,159,220,প্রহলাদপুর ইউনিয়ন,http://prahladpurup.gazipur.gov.bd,Prahladpur,4
3267,/68/150/159/221/,union,159,221,রাজাবাড়ী ইউনিয়ন,http://rajabariup.gazipur.gov.bd,Rajabari,4
3268,/68/150/159/224/,union,159,224,তেলিহাটী ইউনিয়ন,http://telihatiup.gazipur.gov.bd,Telihati,4
3269,/68/991/,district,68,991,শরীয়তপুর  জেলা,http://www.shariatpur.gov.bd,Shariatpur District,2
3270,/68/991/3040/,upazilla,991,3040,শরিয়তপুর সদর উপজেলা,http://sadar.shariatpur.gov.bd,Sadar Upazilla,3
3271,/68/991/3040/4246/,union,3040,4246,বিনোদপুর ইউনিয়ন,http://binodpurup.shariatpur.gov.bd,Binodpur,4
3272,/68/991/3040/4247/,union,3040,4247,তুলাসার ইউনিয়ন,http://tulasarup.shariatpur.gov.bd,Tulasar,4
3273,/68/991/3040/4248/,union,3040,4248,পালং ইউনিয়ন,http://palongup.shariatpur.gov.bd,Palong,4
3274,/68/991/3040/4249/,union,3040,4249,ডোমসার ইউনিয়ন,http://domsharup.shariatpur.gov.bd,Domshar,4
3275,/68/991/3040/4250/,union,3040,4250,রুদ্রকর ইউনিয়ন,http://rudrakarup.shariatpur.gov.bd,Rudrakar,4
3276,/68/991/3040/4251/,union,3040,4251,আংগারিয়া ইউনিয়ন,http://angariaup.shariatpur.gov.bd,Angaria,4
3277,/68/991/3040/4252/,union,3040,4252,চিতলয়া ইউনিয়ন,http://chitoliaup.shariatpur.gov.bd,Chitolia,4
3278,/68/991/3040/4253/,union,3040,4253,মাহমুদপুর ইউনিয়ন,http://mahmudpurup.shariatpur.gov.bd,Mahmudpur,4
3279,/68/991/3040/4254/,union,3040,4254,চিকন্দি ইউনিয়ন,http://chikondiup.shariatpur.gov.bd,Chikondi,4
3280,/68/991/3040/4255/,union,3040,4255,চন্দ্রপুর ইউনিয়ন,http://chandrapurup.shariatpur.gov.bd,Chandrapur,4
3281,/68/991/3040/4256/,union,3040,4256,শৌলপাড়া ইউনিয়ন,http://shulparaup.shariatpur.gov.bd,Shulpara,4
3282,/68/991/3041/,upazilla,991,3041,নড়িয়া উপজেলা,http://naria.shariatpur.gov.bd,Naria Upazilla,3
3283,/68/991/3041/4262/,union,3041,4262,কেদারপুর ইউনিয়ন,http://kedarpurup.shariatpur.gov.bd,Kedarpur,4
3284,/68/991/3041/4263/,union,3041,4263,ডিংগামানিক ইউনিয়ন,http://dingamanikup.shariatpur.gov.bd,Dingamanik,4
3285,/68/991/3041/4264/,union,3041,4264,ঘড়িষার ইউনিয়ন,http://garisharup.shariatpur.gov.bd,Garishar,4
3286,/68/991/3041/4265/,union,3041,4265,নওপাড়া ইউনিয়ন,http://nowparaup.shariatpur.gov.bd,Nowpara,4
3287,/68/991/3041/4266/,union,3041,4266,মোত্তারেরচর ইউনিয়ন,http://mokterercharup.shariatpur.gov.bd,Moktererchar,4
3288,/68/991/3041/4267/,union,3041,4267,চরআত্রা ইউনিয়ন,http://charatraup.shariatpur.gov.bd,Charatra,4
3289,/68/991/3041/4268/,union,3041,4268,রাজনগর ইউনিয়ন,http://rajnagarup.shariatpur.gov.bd,Rajnagar,4
3290,/68/991/3041/4269/,union,3041,4269,জপসা ইউনিয়ন,http://japsaup.shariatpur.gov.bd,Japsa,4
3291,/68/991/3041/4270/,union,3041,4270,ভোজেশ্বর ইউনিয়ন,http://vojeshwarup.shariatpur.gov.bd,Vojeshwar,4
3292,/68/991/3041/4271/,union,3041,4271,ফতেজংপুর ইউনিয়ন,http://fategongpurup.shariatpur.gov.bd,Fategongpur,4
3293,/68/991/3041/4272/,union,3041,4272,বিঝারি ইউনিয়ন,http://bijariup.shariatpur.gov.bd,Bijari,4
3294,/68/991/3041/4273/,union,3041,4273,ভূমখাড়া ইউনিয়ন,http://vumkharaup.shariatpur.gov.bd,Vumkhara,4
3295,/68/991/3041/4274/,union,3041,4274,নশাসন ইউনিয়ন,http://nashasonup.shariatpur.gov.bd,Nashason,4
3296,/68/991/3042/,upazilla,991,3042,জাজিরা উপজেলা,http://zajira.shariatpur.gov.bd,Zajira Upazilla,3
3297,/68/991/3042/4180/,union,3042,4180,জাজিরা সদর ইউনিয়ন,http://zajirasadarup.shariatpur.gov.bd,Zajirasadar,4
3298,/68/991/3042/4181/,union,3042,4181,মূলনা ইউনিয়ন,http://mulnaup.shariatpur.gov.bd,Mulna,4
3299,/68/991/3042/4182/,union,3042,4182,বড়কান্দি ইউনিয়ন,http://barokandiup.shariatpur.gov.bd,Barokandi,4
3300,/68/991/3042/4183/,union,3042,4183,বিলাসপুর ইউনিয়ন,http://bilaspurup.shariatpur.gov.bd,Bilaspur,4
3301,/68/991/3042/4184/,union,3042,4184,কুন্ডেরচর ইউনিয়ন,http://kundarcharup.shariatpur.gov.bd,Kundarchar,4
3302,/68/991/3042/4185/,union,3042,4185,পালেরচর ইউনিয়ন,http://palercharup.shariatpur.gov.bd,Palerchar,4
3303,/68/991/3042/4186/,union,3042,4186,পুর্ব নাওডোবা ইউনিয়ন,http://purbanawdobaup.shariatpur.gov.bd,Purbanawdoba,4
3304,/68/991/3042/4187/,union,3042,4187,নাওডোবা ইউনিয়ন,http://nawdobaup.shariatpur.gov.bd,Nawdoba,4
3305,/68/991/3042/4257/,union,3042,4257,সেনেরচর ইউনিয়ন,http://shenercharup.shariatpur.gov.bd,Shenerchar,4
3306,/68/991/3042/4259/,union,3042,4259,বি. কে. নগর ইউনিয়ন,http://bknagarup.shariatpur.gov.bd,Bknagar,4
3307,/68/991/3042/4260/,union,3042,4260,বড়গোপালপুর ইউনিয়ন,http://barogopalpurup.shariatpur.gov.bd,Barogopalpur,4
3308,/68/991/3042/4261/,union,3042,4261,জয়নগর ইউনিয়ন,http://jaynagorup.shariatpur.gov.bd,Jaynagor,4
3309,/68/991/3043/,upazilla,991,3043,গোসাইরহাট উপজেলা,http://gosairhat.shariatpur.gov.bd,Gosairhat Upazilla,3
3310,/68/991/3043/4303/,union,3043,4303,নাগের পাড়া ইউনিয়ন,http://nagerparaup.shariatpur.gov.bd,Nagerpara,4
3311,/68/991/3043/4304/,union,3043,4304,আলাওলপুর ইউনিয়ন,http://alaolpurup.shariatpur.gov.bd,Alaolpur,4
3312,/68/991/3043/4305/,union,3043,4305,কোদালপুর ইউনিয়ন,http://kodalpurup.shariatpur.gov.bd,Kodalpur,4
3313,/68/991/3043/4306/,union,3043,4306,গোসাইরহাট ইউনিয়ন,http://goshairhatup.shariatpur.gov.bd,Goshairhat,4
3314,/68/991/3043/4307/,union,3043,4307,ইদিলপুর ইউনিয়ন,http://edilpurup.shariatpur.gov.bd,Edilpur,4
3315,/68/991/3043/4308/,union,3043,4308,নলমুড়ি ইউনিয়ন,http://nalmuriup.shariatpur.gov.bd,Nalmuri,4
3316,/68/991/3043/4327/,union,3043,4327,সামন্তসার ইউনিয়ন,http://samontasarup.shariatpur.gov.bd,Samontasar,4
3317,/68/991/3043/4329/,union,3043,4329,কুচাইপট্টি ইউনিয়ন,http://kuchipattiup.shariatpur.gov.bd,Kuchipatti,4
3318,/68/991/3044/,upazilla,991,3044,ভেদরগঞ্জ উপজেলা,http://bhedarganj.shariatpur.gov.bd,Bhedarganj Upazilla,3
3319,/68/991/3044/4319/,union,3044,4319,রামভদ্রপুর ইউনিয়ন,http://ramvadrapurup.shariatpur.gov.bd,Ramvadrapur,4
3320,/68/991/3044/4320/,union,3044,4320,মহিষার ইউনিয়ন,http://mahisarup.shariatpur.gov.bd,Mahisar,4
3321,/68/991/3044/4321/,union,3044,4321,ছয়গাঁও ইউনিয়ন,http://saygaonup.shariatpur.gov.bd,Saygaon,4
3322,/68/991/3044/4322/,union,3044,4322,নারায়নপুর ইউনিয়ন,http://narayanpurup.shariatpur.gov.bd,Narayanpur,4
3323,/68/991/3044/4323/,union,3044,4323,ডি.এম খালি ইউনিয়ন,http://dmkhaliup.shariatpur.gov.bd,Dmkhali,4
3324,/68/991/3044/4324/,union,3044,4324,চরকুমারিয়া ইউনিয়ন,http://charkumariaup.shariatpur.gov.bd,Charkumaria,4
3325,/68/991/3044/4325/,union,3044,4325,সখিপুর ইউনিয়ন,http://sakhipurup.shariatpur.gov.bd,Sakhipur,4
3326,/68/991/3044/4326/,union,3044,4326,কাচিকাঁটা ইউনিয়ন,http://kachikataup.shariatpur.gov.bd,Kachikata,4
3327,/68/991/3044/4345/,union,3044,4345,উত্তর তারাবুনিয়া ইউনিয়ন,http://northtarabuniaup.shariatpur.gov.bd,Northtarabunia,4
3328,/68/991/3044/4346/,union,3044,4346,চরভাগা ইউনিয়ন,http://charvagaup.shariatpur.gov.bd,Charvaga,4
3329,/68/991/3044/4347/,union,3044,4347,আরশিনগর ইউনিয়ন,http://arsinagarup.shariatpur.gov.bd,Arsinagar,4
3330,/68/991/3044/4348/,union,3044,4348,দক্ষিন তারাবুনিয়া ইউনিয়ন,http://southtarabuniaup.shariatpur.gov.bd,Southtarabunia,4
3331,/68/991/3044/4349/,union,3044,4349,চরসেনসাস ইউনিয়ন,http://charsensasup.shariatpur.gov.bd,Charsensas,4
3332,/68/991/3045/,upazilla,991,3045,ডামুড্যা উপজেলা,http://damudya.shariatpur.gov.bd,Damudya Upazilla,3
3333,/68/991/3045/4284/,union,3045,4284,শিধলকুড়া ইউনিয়ন,http://shidulkuraup.shariatpur.gov.bd,Shidulkura,4
3334,/68/991/3045/4285/,union,3045,4285,কনেস্বর ইউনিয়ন,http://kanesharup.shariatpur.gov.bd,Kaneshar,4
3335,/68/991/3045/4286/,union,3045,4286,পুর্ব ডামুড্যা ইউনিয়ন,http://purbadamudyaup.shariatpur.gov.bd,Purbadamudya,4
3336,/68/991/3045/4292/,union,3045,4292,ইসলামপুর ইউনিয়ন,http://islampurup.shariatpur.gov.bd,Islampur,4
3337,/68/991/3045/4293/,union,3045,4293,ধানকাটি ইউনিয়ন,http://dankatiup.shariatpur.gov.bd,Dankati,4
3338,/68/991/3045/4294/,union,3045,4294,সিড্যা ইউনিয়ন,http://sidyaup.shariatpur.gov.bd,Sidya,4
3339,/68/991/3045/4295/,union,3045,4295,দারুল আমান ইউনিয়ন,"http://darulamanup.shariatpur.gov.bd ",Darulaman,4
3340,/68/1007/,district,68,1007,নারায়ণগঞ্জ জেলা,http://www.narayanganj.gov.bd,Narayanganj District,2
3341,/68/1007/1173/,upazilla,1007,1173,আড়াইহাজার উপজেলা,http://araihazar.narayanganj.gov.bd,Araihazar Upazilla,3
3342,/68/1007/1173/2706/,union,1173,2706,সাতগ্রাম ইউনিয়ন,http://satgramup.narayanganj.gov.bd,Satgram,4
3343,/68/1007/1173/2707/,union,1173,2707,দুপ্তারা ইউনিয়ন,http://duptaraup.narayanganj.gov.bd,Duptara,4
3344,/68/1007/1173/2708/,union,1173,2708,ব্রা‏হ্মন্দী ইউনিয়ন,http://brahammandiup.narayanganj.gov.bd,Brahammandi,4
3345,/68/1007/1173/2709/,union,1173,2709,ফতেপুর ইউনিয়ন,http://fatepurup.narayanganj.gov.bd,Fatepur,4
3346,/68/1007/1173/2751/,union,1173,2751,বিশনন্দী ইউনিয়ন,http://bishnandiup.narayanganj.gov.bd,Bishnandi,4
3347,/68/1007/1173/2752/,union,1173,2752,মাহমুদপুর ইউনিয়ন,http://mahmudpurup.narayanganj.gov.bd,Mahmudpur,4
3348,/68/1007/1173/2753/,union,1173,2753,হাইজাদী ইউনিয়ন,http://highjadiup.narayanganj.gov.bd,Highjadi,4
3349,/68/1007/1173/2756/,union,1173,2756,উচিৎপুরা ইউনিয়ন,http://uchitpuraup.narayanganj.gov.bd,Uchitpura,4
3350,/68/1007/1173/2759/,union,1173,2759,কালাপাহাড়িয়া ইউনিয়ন,http://kalapahariaup.narayanganj.gov.bd,Kalapaharia,4
3351,/68/1007/1173/3104/,union,1173,3104,খাগকান্দা ইউনিয়ন,http://kagkandaUP.narayanganj.gov.bd,KagkandaUP,4
3352,/68/1007/1175/,upazilla,1007,1175,বন্দর উপজেলা,http://bandar.narayanganj.gov.bd,Bandar Upazilla,3
3353,/68/1007/1175/2445/,union,1175,2445,মুছাপুর ইউনিয়ন,http://musapurup.narayanganj.gov.bd,Musapur,4
3354,/68/1007/1175/2452/,union,1175,2452,মদনপুর ইউনিয়ন,http://modonpurup.narayanganj.gov.bd,Modonpur,4
3355,/68/1007/1175/2468/,union,1175,2468,বন্দর ইউনিয়ন,http://bandarup.narayanganj.gov.bd,Bandar,4
3356,/68/1007/1175/2877/,union,1175,2877,ধামগর ইউনিয়ন,http://dhamgar.narayanganj.gov.bd,Dhamgar,4
3357,/68/1007/1175/2878/,union,1175,2878,কলাগাছিয়া ইউনিয়ন,http://kolagathiaup.narayanganj.gov.bd,Kolagathia,4
3358,/68/1007/1178/,upazilla,1007,1178,নারায়নগঞ্জ সদর উপজেলা,http://narayanganjsadar.narayanganj.gov.bd,Narayanganjsadar Upazilla,3
3359,/68/1007/1178/2301/,union,1178,2301,আলিরটেক ইউনিয়ন,http://alirtekup.narayanganj.gov.bd,Alirtek,4
3360,/68/1007/1178/2331/,union,1178,2331,কাশীপুর,http://kashipurup.narayanganj.gov.bd,Kashipur,4
3361,/68/1007/1178/2426/,union,1178,2426,কুতুবপুর ইউনিয়ন,http://kutubpurup.narayanganj.gov.bd,Kutubpur,4
3362,/68/1007/1178/2429/,union,1178,2429,গোগনগর,http://gognagarup.narayanganj.gov.bd,Gognagar,4
3363,/68/1007/1178/2431/,union,1178,2431,বক্তাবলী ইউনিয়ন,http://baktaboliup.narayanganj.gov.bd,Baktaboli,4
3364,/68/1007/1178/2436/,union,1178,2436,এনায়েত নগর ইউনিয়ন,http://enayetnagorup.narayanganj.gov.bd,Enayetnagor,4
3365,/68/1007/1179/,upazilla,1007,1179,রূপগঞ্জ উপজেলা,http://rupganj.narayanganj.gov.bd,Rupganj Upazilla,3
3366,/68/1007/1179/2627/,union,1179,2627,মুড়াপাড়া ইউনিয়ন,http://muraparaup.narayanganj.gov.bd,Murapara,4
3367,/68/1007/1179/2629/,union,1179,2629,ভূলতা ইউনিয়ন,http://bhultaup.narayanganj.gov.bd,Bhulta,4
3368,/68/1007/1179/2631/,union,1179,2631,গোলাকান্দাইল ইউনিয়ন,http://golakandailup.narayanganj.gov.bd,Golakandail,4
3369,/68/1007/1179/2641/,union,1179,2641,দাউদপুর ইউনিয়ন,http://daudpurup.narayanganj.gov.bd,Daudpur,4
3370,/68/1007/1179/2643/,union,1179,2643,রূপগঞ্জ ইউনিয়ন,http://rupganjup.narayanganj.gov.bd,Rupganj,4
3371,/68/1007/1179/2644/,union,1179,2644,কায়েতপাড়া ইউনিয়ন,http://kayetparaup.narayanganj.gov.bd,Kayetpara,4
3372,/68/1007/1179/2728/,union,1179,2728,ভোলাব ইউনিয়ন,http://bholoboup.narayanganj.gov.bd,Bholobo,4
3373,/68/1007/1180/,upazilla,1007,1180,সোনারগাঁ উপজেলা,http://sonargaon.narayanganj.gov.bd,Sonargaon Upazilla,3
3374,/68/1007/1180/2671/,union,1180,2671,পিরোজপুর ইউনিয়ন,http://pirojpurup.narayanganj.gov.bd,Pirojpur,4
3375,/68/1007/1180/2673/,union,1180,2673,শম্ভুপুরা ইউনিয়ন,http://shambhupura.narayanganj.gov.bd,Shambhupura,4
3376,/68/1007/1180/2674/,union,1180,2674,মোগরাপাড়া ইউনিয়ন,http://mograpara.narayanganj.gov.bd,Mograpara,4
3377,/68/1007/1180/2675/,union,1180,2675,বৈদ্যেরবাজার ইউনিয়ন,http://baidyerbazar.narayanganj.gov.bd,Baidyerbazar,4
3378,/68/1007/1180/2676/,union,1180,2676,বারদী ইউনিয়ন,http://baradiup.narayanganj.gov.bd,Baradi,4
3379,/68/1007/1180/2677/,union,1180,2677,নোয়াগাঁও ইউনিয়ন,http://noagaonup.narayanganj.gov.bd,Noagaon,4
3380,/68/1007/1180/2678/,union,1180,2678,জামপুর ইউনিয়ন,http://jampurup.narayanganj.gov.bd,Jampur,4
3381,/68/1007/1180/2679/,union,1180,2679,সাদীপুর ইউনিয়ন,http://sadipurup.narayanganj.gov.bd,Sadipur,4
3382,/68/1007/1180/2680/,union,1180,2680,সনমান্দি ইউনিয়ন,http://sonmandiup.narayanganj.gov.bd,Sonmandi,4
3383,/68/1007/1180/2681/,union,1180,2681,কাচপুর ইউনিয়ন,http://kanchpurup.narayanganj.gov.bd,Kanchpur,4
3384,/68/1960/,district,68,1960,টাঙ্গাইল জেলা,http://www.tangail.gov.bd,Tangail District,2
3385,/68/1960/1961/,upazilla,1960,1961,বাসাইল উপজেলা,http://basail.tangail.gov.bd,Basail Upazilla,3
3386,/68/1960/1961/3214/,union,1961,3214,বাসাইল ইউনিয়ন,http://basailup.tangail.gov.bd,Basail,4
3387,/68/1960/1961/3215/,union,1961,3215,কাঞ্চনপুর ইউনিয়ন,http://kanchanpurup.tangail.gov.bd,Kanchanpur,4
3388,/68/1960/1961/3216/,union,1961,3216,হাবলা ইউনিয়ন,http://hablaup.tangail.gov.bd,Habla,4
3389,/68/1960/1961/3217/,union,1961,3217,কাশিল ইউনিয়ন,http://kashilup.tangail.gov.bd,Kashil,4
3390,/68/1960/1961/3218/,union,1961,3218,ফুলকি ইউনিয়ন,http://fulkiup.tangail.gov.bd,Fulki,4
3391,/68/1960/1961/3219/,union,1961,3219,কাউলজানী ইউনিয়ন,http://kauljaniup.tangail.gov.bd,Kauljani,4
3392,/68/1960/1962/,upazilla,1960,1962,ভুয়াপুর উপজেলা,http://bhuapur.tangail.gov.bd,Bhuapur Upazilla,3
3393,/68/1960/1962/3610/,union,1962,3610,অর্জুনা ইউনিয়ন,http://arjunaup.tangail.gov.bd,Arjuna,4
3394,/68/1960/1962/3611/,union,1962,3611,গাবসারা ইউনিয়ন,http://gabsharaup.tangail.gov.bd,Gabshara,4
3395,/68/1960/1962/3612/,union,1962,3612,ফলদা ইউনিয়ন,http://faldaup.tangail.gov.bd,Falda,4
3396,/68/1960/1962/3613/,union,1962,3613,গোবিন্দাসী ইউনিয়ন,http://gobindashiup.tangail.gov.bd,Gobindashi,4
3397,/68/1960/1962/3614/,union,1962,3614,আলোয়া ইউনিয়ন,http://aloaup.tangail.gov.bd,Aloa,4
3398,/68/1960/1962/3615/,union,1962,3615,নিকরাইল ইউনিয়ন,http://nikrailup.tangail.gov.bd,Nikrail,4
3399,/68/1960/1963/,upazilla,1960,1963,দেলদুয়ার উপজেলা,http://delduar.tangail.gov.bd,Delduar Upazilla,3
3400,/68/1960/1963/3228/,union,1963,3228,দেউলী ইউনিয়ন,http://deuliup.tangail.gov.bd,Deuli,4
3401,/68/1960/1963/3229/,union,1963,3229,লাউহাটি ইউনিয়ন,http://lauhatiup.tangail.gov.bd,Lauhati,4
3402,/68/1960/1963/3230/,union,1963,3230,পাথরাইল ইউনিয়ন,http://patharailup.tangail.gov.bd,Patharail,4
3403,/68/1960/1963/3231/,union,1963,3231,দেলদুয়ার ইউনিয়ন,http://delduarup.tangail.gov.bd,Delduar,4
3404,/68/1960/1963/3232/,union,1963,3232,ফাজিলহাটি ইউনিয়ন,http://fazilhatiup.tangail.gov.bd,Fazilhati,4
3405,/68/1960/1963/3233/,union,1963,3233,এলাসিন ইউনিয়ন,http://elasinup.tangail.gov.bd,Elasin,4
3406,/68/1960/1963/3234/,union,1963,3234,আটিয়া ইউনিয়ন,http://atiaup.tangail.gov.bd,Atia,4
3407,/68/1960/1963/3235/,union,1963,3235,ডুবাইল ইউনিয়ন,http://dubailup.tangail.gov.bd,Dubail,4
3408,/68/1960/1964/,upazilla,1960,1964,ঘাটাইল উপজেলা,http://ghatail.tangail.gov.bd,Ghatail Upazilla,3
3409,/68/1960/1964/3172/,union,1964,3172,দেউলাবাড়ী ইউনিয়ন,http://deulabariup.tangail.gov.bd,Deulabari,4
3410,/68/1960/1964/3173/,union,1964,3173,ঘাটাইল ইউনিয়ন,http://ghatailup.tangail.gov.bd,Ghatail,4
3411,/68/1960/1964/3174/,union,1964,3174,জামুরিয়া ইউনিয়ন,http://jamuriaup.tangail.gov.bd,Jamuria,4
3412,/68/1960/1964/3175/,union,1964,3175,লোকেরপাড়া ইউনিয়ন,http://lokerparaup.tangail.gov.bd,Lokerpara,4
3413,/68/1960/1964/3176/,union,1964,3176,আনেহলা ইউনিয়ন,http://aneholaup.tangail.gov.bd,Anehola,4
3414,/68/1960/1964/3177/,union,1964,3177,দিঘলকান্দি ইউনিয়ন,http://dighalkandiaup.tangail.gov.bd,Dighalkandia,4
3415,/68/1960/1964/3178/,union,1964,3178,দিগড় ইউনিয়ন,http://digarup.tangail.gov.bd,Digar,4
3416,/68/1960/1964/3179/,union,1964,3179,দেওপাড়া ইউনিয়ন,http://deoparaup.tangail.gov.bd,Deopara,4
3417,/68/1960/1964/3180/,union,1964,3180,সন্ধানপুর ইউনিয়ন,http://sandhanpurup.tangail.gov.bd,Sandhanpur,4
3418,/68/1960/1964/3181/,union,1964,3181,রসুলপুর ইউনিয়ন,http://rasulpurup.tangail.gov.bd,Rasulpur,4
3419,/68/1960/1964/3182/,union,1964,3182,ধলাপাড়া ইউনিয়ন,http://dhalaparaup.tangail.gov.bd,Dhalapara,4
3420,/68/1960/1965/,upazilla,1960,1965,গোপালপুর উপজেলা,http://gopalpur.tangail.gov.bd,Gopalpur Upazilla,3
3421,/68/1960/1965/3616/,union,1965,3616,হাদিরা ইউনিয়ন,http://haderaup.tangail.gov.bd,Hadera,4
3422,/68/1960/1965/3617/,union,1965,3617,ঝাওয়াইল ইউনিয়ন,http://jhawailup.tangail.gov.bd,Jhawail,4
3423,/68/1960/1965/3664/,union,1965,3664,নগদাশিমলা ইউনিয়ন,http://nagdashimlaup.tangail.gov.bd,Nagdashimla,4
